File,Line,Index,Context
wiki/Bagrat_VI_of_Georgia.html,218,1080,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/Bagrat_VI_of_Georgia.html,218,1124," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/Bagrat_VI_of_Georgia.html,235,125,"><a href=""https://www.wikidata.org/wiki/Q2486531#sitelinks-wikip"
wiki/Pushkar.html,6,432,"ic links"",""Coordinates on Wikidata"",""Pages using infobox settlem"
wiki/Pushkar.html,6,892,"ith local link same as on Wikidata"",""Wikipedia articles incorpor"
wiki/Pushkar.html,54,531,"0px-Pushkar_Rajasthan.jpg 2x"" data-file-width=""4272"" data-file-h"
wiki/Pushkar.html,54,554,"pg 2x"" data-file-width=""4272"" data-file-height=""2848"" /></a>"
wiki/Pushkar.html,66,627,"than_location_map.svg.png 2x"" data-file-width=""604"" data-file-he"
wiki/Pushkar.html,66,649,"png 2x"" data-file-width=""604"" data-file-height=""528"" /></a>"
wiki/Pushkar.html,68,382,".svg/12px-Red_pog.svg.png 2x"" data-file-width=""64"" data-file-hei"
wiki/Pushkar.html,68,403,".png 2x"" data-file-width=""64"" data-file-height=""64"" /></div>"
wiki/Pushkar.html,78,362,"aps, aerial photos, and other data for this location""><span clas"
wiki/Pushkar.html,78,604,"aps, aerial photos, and other data for this location"">26.5°N 74."
wiki/Pushkar.html,78,1169,"aps, aerial photos, and other data for this location""><span clas"
wiki/Pushkar.html,78,1411,"aps, aerial photos, and other data for this location"">26.5°N 74."
wiki/Pushkar.html,147,378,"kar.jpg/480px-Pushkar.jpg 2x"" data-file-width=""2292"" data-file-h"
wiki/Pushkar.html,147,401,"pg 2x"" data-file-width=""2292"" data-file-height=""1524"" /></a></di"
wiki/Pushkar.html,151,698,"en_during_the_Monsoon.jpg 2x"" data-file-width=""1024"" data-file-h"
wiki/Pushkar.html,151,721,"pg 2x"" data-file-width=""1024"" data-file-height=""768"" /></a></div"
wiki/Pushkar.html,165,561,"_ghati_%28LongShot%29.jpg 2x"" data-file-width=""800"" data-file-he"
wiki/Pushkar.html,165,583,"jpg 2x"" data-file-width=""800"" data-file-height=""483"" /></a>"
wiki/Pushkar.html,179,453,"pg/440px-Pushkar_Lake.jpg 2x"" data-file-width=""1152"" data-file-h"
wiki/Pushkar.html,179,476,"pg 2x"" data-file-width=""1152"" data-file-height=""864"" /></a>"
wiki/Pushkar.html,186,572,"shkarGurjarPilgrimage.jpg 2x"" data-file-width=""1280"" data-file-h"
wiki/Pushkar.html,186,595,"pg 2x"" data-file-width=""1280"" data-file-height=""960"" /></a>"
wiki/Pushkar.html,219,516,"Pushkar_watering_hole.jpg 2x"" data-file-width=""722"" data-file-he"
wiki/Pushkar.html,219,538,"jpg 2x"" data-file-width=""722"" data-file-height=""480"" /></a>"
wiki/Pushkar.html,231,605,"kar_lake%2C_Rajasthan.jpg 2x"" data-file-width=""1704"" data-file-h"
wiki/Pushkar.html,231,628,"pg 2x"" data-file-width=""1704"" data-file-height=""2272"" /></a>"
wiki/Pushkar.html,245,656,"kar_Lake_in_Rajasthan.jpg 2x"" data-file-width=""9221"" data-file-h"
wiki/Pushkar.html,245,679,"pg 2x"" data-file-width=""9221"" data-file-height=""1520"" /></a></di"
wiki/Pushkar.html,265,329,"5=999"">""Census of India 2001: Data from the 2001 Census, includi"
wiki/Pushkar.html,265,821,title=Census+of+India+2001%3A+Data+from+the+2001+Census%2C+inclu
wiki/Pushkar.html,274,421,"59px-Commons-logo.svg.png 2x"" data-file-width=""1024"" data-file-h"
wiki/Pushkar.html,274,444,"ng 2x"" data-file-width=""1024"" data-file-height=""1376"" /></a></td"
wiki/Pushkar.html,279,385,"x-Wikisource-logo.svg.png 2x"" data-file-width=""410"" data-file-he"
wiki/Pushkar.html,279,407,"png 2x"" data-file-width=""410"" data-file-height=""430"" />&#160;<ci"
wiki/Pushkar.html,280,494,"yage-Logo-v3-icon.svg.png 2x"" data-file-width=""193"" data-file-he"
wiki/Pushkar.html,280,516,"png 2x"" data-file-width=""193"" data-file-height=""193"" /></a> <a h"
wiki/Pushkar.html,412,438,"px-Rajasthan-stub.svg.png 2x"" data-file-width=""154"" data-file-he"
wiki/Pushkar.html,412,460,"png 2x"" data-file-width=""154"" data-file-height=""132"" /></a></div"
wiki/Pushkar.html,636,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
wiki/Pushkar.html,636,1073,"tegory:Coordinates_on_Wikidata"" title=""Category:Coordinates on W"
wiki/Pushkar.html,636,1114,"tegory:Coordinates on Wikidata"">Coordinates on Wikidata</a></li>"
wiki/Pushkar.html,636,1139,"idata"">Coordinates on Wikidata</a></li><li><a href=""/wiki/Catego"
wiki/Pushkar.html,636,2827,"local_link_same_as_on_Wikidata"" title=""Category:Commons category"
wiki/Pushkar.html,636,2897,"local link same as on Wikidata"">Commons category with local link"
wiki/Pushkar.html,636,2951,"local link same as on Wikidata</a></li><li><a href=""/wiki/Catego"
wiki/Pushkar.html,719,979,"a href=""https://www.wikidata.org/wiki/Q749170"" title=""Link to co"
wiki/Pushkar.html,719,1027,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/Pushkar.html,719,1071," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/Pushkar.html,744,125,"><a href=""https://www.wikidata.org/wiki/Q749170#sitelinks-wikipe"
wiki/List_of_Uzbek_films_of_2014.html,45,529,"lag_of_Uzbekistan.svg.png 2x"" data-file-width=""500"" data-file-he"
wiki/List_of_Uzbek_films_of_2014.html,45,551,"png 2x"" data-file-width=""500"" data-file-height=""250"" /></a>"
wiki/List_of_Uzbek_films_of_2014.html,121,209,014</a> at the Internet Movie Database</li>
wiki/List_of_Uzbek_films_of_2014.html,778,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
wiki/List_of_Uzbek_films_of_2014.html,861,1059,"a href=""https://www.wikidata.org/wiki/Q23023638"" title=""Link to "
wiki/List_of_Uzbek_films_of_2014.html,861,1109,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/List_of_Uzbek_films_of_2014.html,861,1153," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/List_of_Uzbek_films_of_2014.html,878,124,"><a href=""https://www.wikidata.org/wiki/Q23023638#sitelinks-wiki"
wiki/KMTZ.html,75,251,"aps, aerial photos, and other data for this location""><span clas"
wiki/KMTZ.html,75,503,"aps, aerial photos, and other data for this location"">46.00667°N"
wiki/KMTZ.html,96,385,"dia Bureau CDBS Public Access Database</i>.</cite><span title=""c"
wiki/KMTZ.html,96,739,dia+Bureau+CDBS+Public+Access+Database&amp;rft_val_fmt=info%3Aof
wiki/KMTZ.html,103,127,"Z"">Query the FCC's FM station database for KMTZ</a></li>"
wiki/KMTZ.html,105,173,ry Nielsen Audio's FM station database for KMTZ</a></li>
wiki/KMTZ.html,108,18,"<table class=""metadata plainlinks stub"" role=""presen"
wiki/KMTZ.html,110,425,"px-Radio_svg_icon.svg.png 2x"" data-file-width=""22"" data-file-hei"
wiki/KMTZ.html,110,446,".png 2x"" data-file-width=""22"" data-file-height=""22"" /></a> <a hr"
wiki/KMTZ.html,110,903,"x-Flag_of_Montana.svg.png 2x"" data-file-width=""615"" data-file-he"
wiki/KMTZ.html,110,925,"png 2x"" data-file-width=""615"" data-file-height=""410"" /></a></td>"
wiki/KMTZ.html,151,44,      1 Template:FM_station_data
wiki/KMTZ.html,159,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
wiki/KMTZ.html,242,967,"a href=""https://www.wikidata.org/wiki/Q6333955"" title=""Link to c"
wiki/KMTZ.html,242,1016,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/KMTZ.html,242,1060," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/KMTZ.html,259,124,"><a href=""https://www.wikidata.org/wiki/Q6333955#sitelinks-wikip"
wiki/KMTZ.html,286,904,"      1 Template:FM_station_data"",""  1.43%    1.501      1 Templ"
wiki/Football_Foundation.html,44,102,"ble class=""plainlinks metadata ambox ambox-content ambox-Primary"
wiki/Football_Foundation.html,47,462,"Question_book-new.svg.png 2x"" data-file-width=""512"" data-file-he"
wiki/Football_Foundation.html,47,484,"png 2x"" data-file-width=""512"" data-file-height=""399"" /></a></div"
wiki/Football_Foundation.html,55,463,"/500px-Foundationlogo.png 2x"" data-file-width=""1768"" data-file-h"
wiki/Football_Foundation.html,55,486,"ng 2x"" data-file-width=""1768"" data-file-height=""794"" /></a></td>"
wiki/Football_Foundation.html,151,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
wiki/Football_Foundation.html,234,1027,"a href=""https://www.wikidata.org/wiki/Q5465837"" title=""Link to c"
wiki/Football_Foundation.html,234,1076,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/Football_Foundation.html,234,1120," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/Football_Foundation.html,251,124,"><a href=""https://www.wikidata.org/wiki/Q5465837#sitelinks-wikip"
wiki/Ministry_of_Development_Planning_and_Statistics.html,48,316,"png"" width=""182"" height=""178"" data-file-width=""182"" data-file-he"
wiki/Ministry_of_Development_Planning_and_Statistics.html,48,338,"t=""178"" data-file-width=""182"" data-file-height=""178"" /></a>"
wiki/Ministry_of_Development_Planning_and_Statistics.html,152,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
wiki/Ministry_of_Development_Planning_and_Statistics.html,235,1139,"a href=""https://www.wikidata.org/wiki/Q17068477"" title=""Link to "
wiki/Ministry_of_Development_Planning_and_Statistics.html,235,1189,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/Ministry_of_Development_Planning_and_Statistics.html,235,1233," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/Ministry_of_Development_Planning_and_Statistics.html,252,124,"><a href=""https://www.wikidata.org/wiki/Q17068477#sitelinks-wiki"
wiki/Caney_Creek_(Matagorda_Bay).html,6,523,"rticles missing geocoordinate data"",""All articles needing coordi"
wiki/Caney_Creek_(Matagorda_Bay).html,70,37,"n id=""coordinates"" class=""metadata coord-missing""></span></p>"
wiki/Caney_Creek_(Matagorda_Bay).html,72,18,"<table class=""metadata plainlinks stub"" role=""presen"
wiki/Caney_Creek_(Matagorda_Bay).html,122,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
wiki/Caney_Creek_(Matagorda_Bay).html,122,830,"les_missing_geocoordinate_data"" title=""Category:Texas articles m"
wiki/Caney_Creek_(Matagorda_Bay).html,122,889,"les missing geocoordinate data"">Texas articles missing geocoordi"
wiki/Caney_Creek_(Matagorda_Bay).html,122,932,"les missing geocoordinate data</a></li><li><a href=""/wiki/Catego"
wiki/Caney_Creek_(Matagorda_Bay).html,205,1059,"a href=""https://www.wikidata.org/wiki/Q16256423"" title=""Link to "
wiki/Caney_Creek_(Matagorda_Bay).html,205,1109,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/Caney_Creek_(Matagorda_Bay).html,205,1153," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/Caney_Creek_(Matagorda_Bay).html,222,124,"><a href=""https://www.wikidata.org/wiki/Q16256423#sitelinks-wiki"
wiki/CecylC3B3wkaBrzC3B3zka.html,6,457,"ces (pl)"",""Coordinates on Wikidata"",""All stub articles"",""Village"
wiki/CecylC3B3wkaBrzC3B3zka.html,52,990,"_in_Cecylowka_Brzozka.JPG 2x"" data-file-width=""2560"" data-file-h"
wiki/CecylC3B3wkaBrzC3B3zka.html,52,1013,"PG 2x"" data-file-width=""2560"" data-file-height=""1920"" /></a>"
wiki/CecylC3B3wkaBrzC3B3zka.html,58,432,"px-Flag_of_Poland.svg.png 2x"" data-file-width=""1280"" data-file-h"
wiki/CecylC3B3wkaBrzC3B3zka.html,58,455,"ng 2x"" data-file-width=""1280"" data-file-height=""800"" /></a></spa"
wiki/CecylC3B3wkaBrzC3B3zka.html,108,581,"2owacz%C3%B3w_COA.svg.png 2x"" data-file-width=""741"" data-file-he"
wiki/CecylC3B3wkaBrzC3B3zka.html,108,603,"png 2x"" data-file-width=""741"" data-file-height=""868"" /></a></div"
wiki/CecylC3B3wkaBrzC3B3zka.html,163,447,"aps, aerial photos, and other data for this location""><span clas"
wiki/CecylC3B3wkaBrzC3B3zka.html,163,695,"aps, aerial photos, and other data for this location"">51.55°N 21"
wiki/CecylC3B3wkaBrzC3B3zka.html,165,18,"<table class=""metadata plainlinks stub"" role=""presen"
wiki/CecylC3B3wkaBrzC3B3zka.html,167,500,"at_kozienicki_COA.svg.png 2x"" data-file-width=""750"" data-file-he"
wiki/CecylC3B3wkaBrzC3B3zka.html,167,522,"png 2x"" data-file-width=""750"" data-file-height=""888"" /></a></td>"
wiki/CecylC3B3wkaBrzC3B3zka.html,216,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
wiki/CecylC3B3wkaBrzC3B3zka.html,216,794,"tegory:Coordinates_on_Wikidata"" title=""Category:Coordinates on W"
wiki/CecylC3B3wkaBrzC3B3zka.html,216,835,"tegory:Coordinates on Wikidata"">Coordinates on Wikidata</a></li>"
wiki/CecylC3B3wkaBrzC3B3zka.html,216,860,"idata"">Coordinates on Wikidata</a></li><li><a href=""/wiki/Catego"
wiki/CecylC3B3wkaBrzC3B3zka.html,299,1059,"a href=""https://www.wikidata.org/wiki/Q2943765"" title=""Link to c"
wiki/CecylC3B3wkaBrzC3B3zka.html,299,1108,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/CecylC3B3wkaBrzC3B3zka.html,299,1152," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/CecylC3B3wkaBrzC3B3zka.html,324,125,"><a href=""https://www.wikidata.org/wiki/Q2943765#sitelinks-wikip"
wiki/Solanum_chilliasense.html,43,102,"ble class=""plainlinks metadata ambox ambox-content ambox-one_sou"
wiki/Solanum_chilliasense.html,46,462,"Question_book-new.svg.png 2x"" data-file-width=""512"" data-file-he"
wiki/Solanum_chilliasense.html,46,484,"png 2x"" data-file-width=""512"" data-file-height=""399"" /></a></div"
wiki/Solanum_chilliasense.html,63,410,"Status_iucn3.1_VU.svg.png 2x"" data-file-width=""240"" data-file-he"
wiki/Solanum_chilliasense.html,63,432,"png 2x"" data-file-width=""240"" data-file-height=""64"" /><br />"
wiki/Solanum_chilliasense.html,118,18,"<table class=""metadata plainlinks stub"" role=""presen"
wiki/Solanum_chilliasense.html,120,474,"omoea_purpurea_2400px.jpg 2x"" data-file-width=""2400"" data-file-h"
wiki/Solanum_chilliasense.html,120,497,"pg 2x"" data-file-width=""2400"" data-file-height=""2400"" /></a></td"
wiki/Solanum_chilliasense.html,169,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
wiki/Solanum_chilliasense.html,252,1031,"a href=""https://www.wikidata.org/wiki/Q5231547"" title=""Link to c"
wiki/Solanum_chilliasense.html,252,1080,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/Solanum_chilliasense.html,252,1124," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/Solanum_chilliasense.html,277,125,"><a href=""https://www.wikidata.org/wiki/Q5231547#sitelinks-wikip"
wiki/Ballard_Memorial_High_School.html,6,501,"rameters"",""Coordinates on Wikidata"",""All stub articles"",""Educati"
wiki/Ballard_Memorial_High_School.html,107,442,"aps, aerial photos, and other data for this location""><span clas"
wiki/Ballard_Memorial_High_School.html,107,690,"aps, aerial photos, and other data for this location"">37.06785°N"
wiki/Ballard_Memorial_High_School.html,121,18,"<table class=""metadata plainlinks stub"" role=""presen"
wiki/Ballard_Memorial_High_School.html,123,367,"l.svg/60px-School.svg.png 2x"" data-file-width=""500"" data-file-he"
wiki/Ballard_Memorial_High_School.html,123,389,"png 2x"" data-file-width=""500"" data-file-height=""500"" /></a></td>"
wiki/Ballard_Memorial_High_School.html,172,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
wiki/Ballard_Memorial_High_School.html,172,1217,"tegory:Coordinates_on_Wikidata"" title=""Category:Coordinates on W"
wiki/Ballard_Memorial_High_School.html,172,1258,"tegory:Coordinates on Wikidata"">Coordinates on Wikidata</a></li>"
wiki/Ballard_Memorial_High_School.html,172,1283,"idata"">Coordinates on Wikidata</a></li><li><a href=""/wiki/Catego"
wiki/Ballard_Memorial_High_School.html,255,1063,"a href=""https://www.wikidata.org/wiki/Q16950121"" title=""Link to "
wiki/Ballard_Memorial_High_School.html,255,1113,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/Ballard_Memorial_High_School.html,255,1157," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/Ballard_Memorial_High_School.html,272,124,"><a href=""https://www.wikidata.org/wiki/Q16950121#sitelinks-wiki"
wiki/Thanks_Again.html,280,18,"<table class=""metadata plainlinks stub"" role=""presen"
wiki/Thanks_Again.html,282,416,"0px-Musical_notes.svg.png 2x"" data-file-width=""400"" data-file-he"
wiki/Thanks_Again.html,282,438,"png 2x"" data-file-width=""400"" data-file-height=""300"" /></a></td>"
wiki/Thanks_Again.html,331,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
wiki/Thanks_Again.html,414,999,"a href=""https://www.wikidata.org/wiki/Q20874905"" title=""Link to "
wiki/Thanks_Again.html,414,1049,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/Thanks_Again.html,414,1093," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/Thanks_Again.html,431,124,"><a href=""https://www.wikidata.org/wiki/Q20874905#sitelinks-wiki"
wiki/The_Land_of_the_Dead.html,49,343,"2f/Land_of_the_Dead.jpg 1.5x"" data-file-width=""318"" data-file-he"
wiki/The_Land_of_the_Dead.html,49,365,"g 1.5x"" data-file-width=""318"" data-file-height=""306"" /></a></td>"
wiki/The_Land_of_the_Dead.html,396,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
wiki/The_Land_of_the_Dead.html,479,1031,"a href=""https://www.wikidata.org/wiki/Q7745404"" title=""Link to c"
wiki/The_Land_of_the_Dead.html,479,1080,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/The_Land_of_the_Dead.html,479,1124," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/The_Land_of_the_Dead.html,496,124,"><a href=""https://www.wikidata.org/wiki/Q7745404#sitelinks-wikip"
wiki/Yoshinkan.html,47,411,"edia/en/e/e2/YoshinCs.png 2x"" data-file-width=""200"" data-file-he"
wiki/Yoshinkan.html,47,433,"png 2x"" data-file-width=""200"" data-file-height=""179"" /></a>"
wiki/Yoshinkan.html,61,423,"5px-Flag_of_Japan.svg.png 2x"" data-file-width=""900"" data-file-he"
wiki/Yoshinkan.html,61,445,"png 2x"" data-file-width=""900"" data-file-height=""600"" /></a></spa"
wiki/Yoshinkan.html,112,453,"ng/500px-Aikido_throw.png 2x"" data-file-width=""966"" data-file-he"
wiki/Yoshinkan.html,112,475,"png 2x"" data-file-width=""966"" data-file-height=""662"" /></a>"
wiki/Yoshinkan.html,360,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
wiki/Yoshinkan.html,443,987,"a href=""https://www.wikidata.org/wiki/Q1473834"" title=""Link to c"
wiki/Yoshinkan.html,443,1036,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/Yoshinkan.html,443,1080," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/Yoshinkan.html,460,125,"><a href=""https://www.wikidata.org/wiki/Q1473834#sitelinks-wikip"
wiki/SC3BCderelbe.html,6,545,"ikipedia"",""Coordinates on Wikidata"",""All stub articles"",""Elbe"","""
wiki/SC3BCderelbe.html,44,102,"ble class=""plainlinks metadata ambox ambox-notice"" role=""present"
wiki/SC3BCderelbe.html,47,465,"_to_english_arrow.svg.png 2x"" data-file-width=""60"" data-file-hei"
wiki/SC3BCderelbe.html,47,486,".png 2x"" data-file-width=""60"" data-file-height=""20"" /></div>"
wiki/SC3BCderelbe.html,70,599,"Elbbruecke_Suedportal.JPG 2x"" data-file-width=""2604"" data-file-h"
wiki/SC3BCderelbe.html,70,622,"PG 2x"" data-file-width=""2604"" data-file-height=""1953"" /></a>"
wiki/SC3BCderelbe.html,96,333,53.5021_N_9.9427_E_source:wikidata-and-enwiki-cat-tree_region:DE
wiki/SC3BCderelbe.html,96,458,"aps, aerial photos, and other data for this location""><span clas"
wiki/SC3BCderelbe.html,96,705,"aps, aerial photos, and other data for this location"">53.5021°N "
wiki/SC3BCderelbe.html,98,18,"<table class=""metadata plainlinks stub"" role=""presen"
wiki/SC3BCderelbe.html,100,458,"ag_map_of_Hamburg.svg.png 2x"" data-file-width=""700"" data-file-he"
wiki/SC3BCderelbe.html,100,480,"png 2x"" data-file-width=""700"" data-file-height=""674"" /></a></td>"
wiki/SC3BCderelbe.html,112,18,"<table class=""metadata plainlinks stub"" role=""presen"
wiki/SC3BCderelbe.html,162,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
wiki/SC3BCderelbe.html,162,1553,"tegory:Coordinates_on_Wikidata"" title=""Category:Coordinates on W"
wiki/SC3BCderelbe.html,162,1594,"tegory:Coordinates on Wikidata"">Coordinates on Wikidata</a></li>"
wiki/SC3BCderelbe.html,162,1619,"idata"">Coordinates on Wikidata</a></li><li><a href=""/wiki/Catego"
wiki/SC3BCderelbe.html,245,1007,"a href=""https://www.wikidata.org/wiki/Q827919"" title=""Link to co"
wiki/SC3BCderelbe.html,245,1055,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/SC3BCderelbe.html,245,1099," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/SC3BCderelbe.html,262,125,"><a href=""https://www.wikidata.org/wiki/Q827919#sitelinks-wikipe"
wiki/John_Maitland_(Royal_Navy_officer).html,180,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
wiki/John_Maitland_(Royal_Navy_officer).html,263,1087,"a href=""https://www.wikidata.org/wiki/Q6246460"" title=""Link to c"
wiki/John_Maitland_(Royal_Navy_officer).html,263,1136,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/John_Maitland_(Royal_Navy_officer).html,263,1180," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/John_Maitland_(Royal_Navy_officer).html,280,124,"><a href=""https://www.wikidata.org/wiki/Q6246460#sitelinks-wikip"
wiki/Social_dualism.html,43,102,"ble class=""plainlinks metadata ambox ambox-content ambox-multipl"
wiki/Social_dualism.html,46,386,"x-Ambox_important.svg.png 2x"" data-file-width=""40"" data-file-hei"
wiki/Social_dualism.html,46,407,".png 2x"" data-file-width=""40"" data-file-height=""40"" /></div>"
wiki/Social_dualism.html,51,29,"<table class=""plainlinks metadata ambox ambox-style"" role=""pres"
wiki/Social_dualism.html,54,368,"80px-Ambox_wikify.svg.png 2x"" data-file-width=""620"" data-file-he"
wiki/Social_dualism.html,54,390,"png 2x"" data-file-width=""620"" data-file-height=""620"" /></div>"
wiki/Social_dualism.html,59,29,"<table class=""plainlinks metadata ambox ambox-content ambox-Ref"
wiki/Social_dualism.html,62,441,"Question_book-new.svg.png 2x"" data-file-width=""512"" data-file-he"
wiki/Social_dualism.html,62,463,"png 2x"" data-file-width=""512"" data-file-height=""399"" /></a></div"
wiki/Social_dualism.html,67,29,"<table class=""plainlinks metadata ambox ambox-content ambox-Not"
wiki/Social_dualism.html,70,386,"x-Ambox_important.svg.png 2x"" data-file-width=""40"" data-file-hei"
wiki/Social_dualism.html,70,407,".png 2x"" data-file-width=""40"" data-file-height=""40"" /></div>"
wiki/Social_dualism.html,107,29,"<table class=""plainlinks metadata ambox ambox-content"" role=""pr"
wiki/Social_dualism.html,110,384,"80px-Ambox_scales.svg.png 2x"" data-file-width=""620"" data-file-he"
wiki/Social_dualism.html,110,406,"png 2x"" data-file-width=""620"" data-file-height=""620"" /></div>"
wiki/Social_dualism.html,217,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
wiki/Social_dualism.html,300,1007,"a href=""https://www.wikidata.org/wiki/Q7551070"" title=""Link to c"
wiki/Social_dualism.html,300,1056,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/Social_dualism.html,300,1100," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/Social_dualism.html,317,125,"><a href=""https://www.wikidata.org/wiki/Q7551070#sitelinks-wikip"
wiki/Golabkhvaran.html,6,412,"egories"":[""Coordinates on Wikidata"",""Pages using deprecated coor"
wiki/Golabkhvaran.html,57,550,"Iran_location_map.svg.png 2x"" data-file-width=""1200"" data-file-h"
wiki/Golabkhvaran.html,57,573,"ng 2x"" data-file-width=""1200"" data-file-height=""1071"" /></a>"
wiki/Golabkhvaran.html,59,392,".svg/12px-Red_pog.svg.png 2x"" data-file-width=""64"" data-file-hei"
wiki/Golabkhvaran.html,59,413,".png 2x"" data-file-width=""64"" data-file-height=""64"" /></div>"
wiki/Golabkhvaran.html,69,366,"aps, aerial photos, and other data for this location""><span clas"
wiki/Golabkhvaran.html,69,617,"aps, aerial photos, and other data for this location"">37.32194°N"
wiki/Golabkhvaran.html,69,1200,"aps, aerial photos, and other data for this location""><span clas"
wiki/Golabkhvaran.html,69,1451,"aps, aerial photos, and other data for this location"">37.32194°N"
wiki/Golabkhvaran.html,73,391,"46px-Flag_of_Iran.svg.png 2x"" data-file-width=""630"" data-file-he"
wiki/Golabkhvaran.html,73,413,"png 2x"" data-file-width=""630"" data-file-height=""360"" />&#160;</s"
wiki/Golabkhvaran.html,111,452,"form, and clicking on ""Search Database"".</span></li>"
wiki/Golabkhvaran.html,126,526,"46px-Flag_of_Iran.svg.png 2x"" data-file-width=""630"" data-file-he"
wiki/Golabkhvaran.html,126,548,"png 2x"" data-file-width=""630"" data-file-height=""360"" /></a></spa"
wiki/Golabkhvaran.html,477,490,"64px-Flag_of_Iran.svg.png 2x"" data-file-width=""630"" data-file-he"
wiki/Golabkhvaran.html,477,512,"png 2x"" data-file-width=""630"" data-file-height=""360"" /></span><s"
wiki/Golabkhvaran.html,480,18,"<table class=""metadata plainlinks stub"" role=""presen"
wiki/Golabkhvaran.html,482,376,"an.png/65px-IranGilan.png 2x"" data-file-width=""879"" data-file-he"
wiki/Golabkhvaran.html,482,398,"png 2x"" data-file-width=""879"" data-file-height=""813"" /></a></td>"
wiki/Golabkhvaran.html,531,40,"atlinks"" class=""catlinks"" data-mw=""interface""><div id=""mw-normal"
wiki/Golabkhvaran.html,531,693,"tegory:Coordinates_on_Wikidata"" title=""Category:Coordinates on W"
wiki/Golabkhvaran.html,531,734,"tegory:Coordinates on Wikidata"">Coordinates on Wikidata</a></li>"
wiki/Golabkhvaran.html,531,759,"idata"">Coordinates on Wikidata</a></li><li><a href=""/wiki/Catego"
wiki/Golabkhvaran.html,614,999,"a href=""https://www.wikidata.org/wiki/Q5797205"" title=""Link to c"
wiki/Golabkhvaran.html,614,1048,"itle=""Link to connected data repository item [g]"" accesskey=""g"">"
wiki/Golabkhvaran.html,614,1092," [g]"" accesskey=""g"">Wikidata item</a></li><li id=""t-cite""><a hre"
wiki/Golabkhvaran.html,631,125,"><a href=""https://www.wikidata.org/wiki/Q5797205#sitelinks-wikip"
